series_id,group_id,currency_to_sek,date,currency,currency_description,source
SEKGBPPMI,130,13.0163,2024-01-10,GBP,pound sterling,Sveriges Riksbank
SEKETT,130,1.0,2024-01-10,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKEURPMI,130,11.197,2024-01-10,EUR,Euroland euro,Sveriges Riksbank
SEKDKKPMI,130,1.5013,2024-01-10,DKK,Danish krone,Sveriges Riksbank
SEKUSDPMI,130,10.2293,2024-01-10,USD,US dollar,Sveriges Riksbank
SEKETT,130,1.0,2024-01-09,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.5034,2024-01-09,DKK,Danish krone,Sveriges Riksbank
SEKUSDPMI,130,10.2482,2024-01-09,USD,US dollar,Sveriges Riksbank
SEKGBPPMI,130,13.046,2024-01-09,GBP,pound sterling,Sveriges Riksbank
SEKEURPMI,130,11.2115,2024-01-09,EUR,Euroland euro,Sveriges Riksbank
SEKETT,130,1.0,2024-01-08,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKGBPPMI,130,13.0116,2024-01-08,GBP,pound sterling,Sveriges Riksbank
SEKEURPMI,130,11.2095,2024-01-08,EUR,Euroland euro,Sveriges Riksbank
SEKUSDPMI,130,10.2407,2024-01-08,USD,US dollar,Sveriges Riksbank
SEKDKKPMI,130,1.5023,2024-01-08,DKK,Danish krone,Sveriges Riksbank
SEKUSDPMI,130,10.2875,2024-01-05,USD,US dollar,Sveriges Riksbank
SEKEURPMI,130,11.235,2024-01-05,EUR,Euroland euro,Sveriges Riksbank
SEKETT,130,1.0,2024-01-05,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.5064,2024-01-05,DKK,Danish krone,Sveriges Riksbank
SEKGBPPMI,130,13.0321,2024-01-05,GBP,pound sterling,Sveriges Riksbank
SEKETT,130,1.0,2024-01-04,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKUSDPMI,130,10.2168,2024-01-04,USD,US dollar,Sveriges Riksbank
SEKEURPMI,130,11.1905,2024-01-04,EUR,Euroland euro,Sveriges Riksbank
SEKDKKPMI,130,1.5003,2024-01-04,DKK,Danish krone,Sveriges Riksbank
SEKGBPPMI,130,12.9703,2024-01-04,GBP,pound sterling,Sveriges Riksbank
SEKEURPMI,130,11.1915,2024-01-03,EUR,Euroland euro,Sveriges Riksbank
SEKGBPPMI,130,12.9426,2024-01-03,GBP,pound sterling,Sveriges Riksbank
SEKUSDPMI,130,10.2496,2024-01-03,USD,US dollar,Sveriges Riksbank
SEKETT,130,1.0,2024-01-03,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.5006,2024-01-03,DKK,Danish krone,Sveriges Riksbank
SEKETT,130,1.0,2024-01-02,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKUSDPMI,130,10.1812,2024-01-02,USD,US dollar,Sveriges Riksbank
SEKEURPMI,130,11.1545,2024-01-02,EUR,Euroland euro,Sveriges Riksbank
SEKDKKPMI,130,1.4962,2024-01-02,DKK,Danish krone,Sveriges Riksbank
SEKGBPPMI,130,12.8738,2024-01-02,GBP,pound sterling,Sveriges Riksbank
SEKUSDPMI,130,10.0416,2023-12-29,USD,US dollar,Sveriges Riksbank
SEKDKKPMI,130,1.4888,2023-12-29,DKK,Danish krone,Sveriges Riksbank
SEKETT,130,1.0,2023-12-29,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKGBPPMI,130,12.768,2023-12-29,GBP,pound sterling,Sveriges Riksbank
SEKEURPMI,130,11.096,2023-12-29,EUR,Euroland euro,Sveriges Riksbank
SEKUSDPMI,130,9.9318,2023-12-28,USD,US dollar,Sveriges Riksbank
SEKGBPPMI,130,12.6788,2023-12-28,GBP,pound sterling,Sveriges Riksbank
SEKDKKPMI,130,1.4807,2023-12-28,DKK,Danish krone,Sveriges Riksbank
SEKETT,130,1.0,2023-12-28,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKEURPMI,130,11.0382,2023-12-28,EUR,Euroland euro,Sveriges Riksbank
SEKUSDPMI,130,10.0009,2023-12-27,USD,US dollar,Sveriges Riksbank
SEKDKKPMI,130,1.4844,2023-12-27,DKK,Danish krone,Sveriges Riksbank
SEKGBPPMI,130,12.7444,2023-12-27,GBP,pound sterling,Sveriges Riksbank
SEKETT,130,1.0,2023-12-27,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKEURPMI,130,11.066,2023-12-27,EUR,Euroland euro,Sveriges Riksbank
SEKGBPPMI,130,12.7574,2023-12-22,GBP,pound sterling,Sveriges Riksbank
SEKETT,130,1.0,2023-12-22,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKUSDPMI,130,10.0296,2023-12-22,USD,US dollar,Sveriges Riksbank
SEKEURPMI,130,11.0556,2023-12-22,EUR,Euroland euro,Sveriges Riksbank
SEKDKKPMI,130,1.4828,2023-12-22,DKK,Danish krone,Sveriges Riksbank
SEKDKKPMI,130,1.4886,2023-12-21,DKK,Danish krone,Sveriges Riksbank
SEKETT,130,1.0,2023-12-21,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKEURPMI,130,11.099,2023-12-21,EUR,Euroland euro,Sveriges Riksbank
SEKGBPPMI,130,12.7861,2023-12-21,GBP,pound sterling,Sveriges Riksbank
SEKUSDPMI,130,10.1056,2023-12-21,USD,US dollar,Sveriges Riksbank
SEKGBPPMI,130,12.8577,2023-12-20,GBP,pound sterling,Sveriges Riksbank
SEKETT,130,1.0,2023-12-20,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKUSDPMI,130,10.169,2023-12-20,USD,US dollar,Sveriges Riksbank
SEKDKKPMI,130,1.4925,2023-12-20,DKK,Danish krone,Sveriges Riksbank
SEKEURPMI,130,11.129,2023-12-20,EUR,Euroland euro,Sveriges Riksbank
SEKEURPMI,130,11.175,2023-12-19,EUR,Euroland euro,Sveriges Riksbank
SEKUSDPMI,130,10.1943,2023-12-19,USD,US dollar,Sveriges Riksbank
SEKETT,130,1.0,2023-12-19,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.4987,2023-12-19,DKK,Danish krone,Sveriges Riksbank
SEKGBPPMI,130,12.9798,2023-12-19,GBP,pound sterling,Sveriges Riksbank
SEKGBPPMI,130,12.9198,2023-12-18,GBP,pound sterling,Sveriges Riksbank
SEKDKKPMI,130,1.495,2023-12-18,DKK,Danish krone,Sveriges Riksbank
SEKEURPMI,130,11.145,2023-12-18,EUR,Euroland euro,Sveriges Riksbank
SEKUSDPMI,130,10.2079,2023-12-18,USD,US dollar,Sveriges Riksbank
SEKETT,130,1.0,2023-12-18,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.5039,2023-12-15,DKK,Danish krone,Sveriges Riksbank
SEKUSDPMI,130,10.2435,2023-12-15,USD,US dollar,Sveriges Riksbank
SEKEURPMI,130,11.2125,2023-12-15,EUR,Euroland euro,Sveriges Riksbank
SEKETT,130,1.0,2023-12-15,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKGBPPMI,130,13.0632,2023-12-15,GBP,pound sterling,Sveriges Riksbank
SEKETT,130,1.0,2023-12-14,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKUSDPMI,130,10.239,2023-12-14,USD,US dollar,Sveriges Riksbank
SEKEURPMI,130,11.18,2023-12-14,EUR,Euroland euro,Sveriges Riksbank
SEKGBPPMI,130,13.0068,2023-12-14,GBP,pound sterling,Sveriges Riksbank
SEKDKKPMI,130,1.4993,2023-12-14,DKK,Danish krone,Sveriges Riksbank
SEKUSDPMI,130,10.4542,2023-12-13,USD,US dollar,Sveriges Riksbank
SEKGBPPMI,130,13.0945,2023-12-13,GBP,pound sterling,Sveriges Riksbank
SEKETT,130,1.0,2023-12-13,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKEURPMI,130,11.277,2023-12-13,EUR,Euroland euro,Sveriges Riksbank
SEKDKKPMI,130,1.5124,2023-12-13,DKK,Danish krone,Sveriges Riksbank
SEKGBPPMI,130,13.129,2023-12-12,GBP,pound sterling,Sveriges Riksbank
SEKDKKPMI,130,1.5129,2023-12-12,DKK,Danish krone,Sveriges Riksbank
SEKUSDPMI,130,10.442,2023-12-12,USD,US dollar,Sveriges Riksbank
SEKETT,130,1.0,2023-12-12,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKEURPMI,130,11.2815,2023-12-12,EUR,Euroland euro,Sveriges Riksbank
SEKUSDPMI,130,10.502,2023-12-11,USD,US dollar,Sveriges Riksbank
SEKETT,130,1.0,2023-12-11,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKEURPMI,130,11.297,2023-12-11,EUR,Euroland euro,Sveriges Riksbank
SEKGBPPMI,130,13.2005,2023-12-11,GBP,pound sterling,Sveriges Riksbank
SEKDKKPMI,130,1.5151,2023-12-11,DKK,Danish krone,Sveriges Riksbank
SEKUSDPMI,130,10.4278,2023-12-08,USD,US dollar,Sveriges Riksbank
SEKDKKPMI,130,1.5073,2023-12-08,DKK,Danish krone,Sveriges Riksbank
SEKETT,130,1.0,2023-12-08,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKEURPMI,130,11.238,2023-12-08,EUR,Euroland euro,Sveriges Riksbank
SEKGBPPMI,130,13.1147,2023-12-08,GBP,pound sterling,Sveriges Riksbank
SEKUSDPMI,130,10.45,2023-12-07,USD,US dollar,Sveriges Riksbank
SEKGBPPMI,130,13.1262,2023-12-07,GBP,pound sterling,Sveriges Riksbank
SEKDKKPMI,130,1.5098,2023-12-07,DKK,Danish krone,Sveriges Riksbank
SEKEURPMI,130,11.2557,2023-12-07,EUR,Euroland euro,Sveriges Riksbank
SEKETT,130,1.0,2023-12-07,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKETT,130,1.0,2023-12-06,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKGBPPMI,130,13.207,2023-12-06,GBP,pound sterling,Sveriges Riksbank
SEKDKKPMI,130,1.5165,2023-12-06,DKK,Danish krone,Sveriges Riksbank
SEKUSDPMI,130,10.4904,2023-12-06,USD,US dollar,Sveriges Riksbank
SEKEURPMI,130,11.3065,2023-12-06,EUR,Euroland euro,Sveriges Riksbank
SEKDKKPMI,130,1.5168,2023-12-05,DKK,Danish krone,Sveriges Riksbank
SEKETT,130,1.0,2023-12-05,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKEURPMI,130,11.3095,2023-12-05,EUR,Euroland euro,Sveriges Riksbank
SEKGBPPMI,130,13.1931,2023-12-05,GBP,pound sterling,Sveriges Riksbank
SEKUSDPMI,130,10.4553,2023-12-05,USD,US dollar,Sveriges Riksbank
SEKETT,130,1.0,2023-12-04,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKEURPMI,130,11.321,2023-12-04,EUR,Euroland euro,Sveriges Riksbank
SEKUSDPMI,130,10.4168,2023-12-04,USD,US dollar,Sveriges Riksbank
SEKDKKPMI,130,1.5183,2023-12-04,DKK,Danish krone,Sveriges Riksbank
SEKGBPPMI,130,13.1962,2023-12-04,GBP,pound sterling,Sveriges Riksbank
SEKDKKPMI,130,1.5255,2023-12-01,DKK,Danish krone,Nasdaq
SEKEURPMI,130,11.3715,2023-12-01,EUR,Euroland euro,Nasdaq
SEKETT,130,1.0,2023-12-01,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKGBPPMI,130,13.2158,2023-12-01,GBP,pound sterling,Nasdaq
SEKUSDPMI,130,10.4566,2023-12-01,USD,US dollar,Sveriges Riksbank
SEKGBPPMI,130,13.235,2023-11-30,GBP,pound sterling,Nasdaq
SEKUSDPMI,130,10.4572,2023-11-30,USD,US dollar,Sveriges Riksbank
SEKEURPMI,130,11.4308,2023-11-30,EUR,Euroland euro,Nasdaq
SEKETT,130,1.0,2023-11-30,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.5334,2023-11-30,DKK,Danish krone,Nasdaq
SEKDKKPMI,130,1.5242,2023-11-29,DKK,Danish krone,Nasdaq
SEKETT,130,1.0,2023-11-29,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKUSDPMI,130,10.3464,2023-11-29,USD,US dollar,Sveriges Riksbank
SEKEURPMI,130,11.3655,2023-11-29,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,13.1355,2023-11-29,GBP,pound sterling,Nasdaq
SEKDKKPMI,130,1.5334,2023-11-28,DKK,Danish krone,Nasdaq
SEKEURPMI,130,11.433,2023-11-28,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,13.1686,2023-11-28,GBP,pound sterling,Nasdaq
SEKETT,130,1.0,2023-11-28,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKUSDPMI,130,10.442,2023-11-28,USD,US dollar,Sveriges Riksbank
SEKETT,130,1.0,2023-11-27,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKGBPPMI,130,13.1774,2023-11-27,GBP,pound sterling,Nasdaq
SEKUSDPMI,130,10.4292,2023-11-27,USD,US dollar,Sveriges Riksbank
SEKDKKPMI,130,1.5319,2023-11-27,DKK,Danish krone,Nasdaq
SEKEURPMI,130,11.421,2023-11-27,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,13.1412,2023-11-24,GBP,pound sterling,Nasdaq
SEKDKKPMI,130,1.5329,2023-11-24,DKK,Danish krone,Nasdaq
SEKUSDPMI,130,10.4791,2023-11-24,USD,US dollar,Sveriges Riksbank
SEKEURPMI,130,11.4289,2023-11-24,EUR,Euroland euro,Nasdaq
SEKETT,130,1.0,2023-11-24,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKGBPPMI,130,13.0783,2023-11-23,GBP,pound sterling,Nasdaq
SEKUSDPMI,130,10.494,2023-11-23,USD,US dollar,Sveriges Riksbank
SEKETT,130,1.0,2023-11-23,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKEURPMI,130,11.398,2023-11-23,EUR,Euroland euro,Nasdaq
SEKDKKPMI,130,1.5288,2023-11-23,DKK,Danish krone,Nasdaq
SEKEURPMI,130,11.4303,2023-11-22,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,13.1284,2023-11-22,GBP,pound sterling,Nasdaq
SEKUSDPMI,130,10.439,2023-11-22,USD,US dollar,Sveriges Riksbank
SEKDKKPMI,130,1.5334,2023-11-22,DKK,Danish krone,Nasdaq
SEKETT,130,1.0,2023-11-22,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.5266,2023-11-21,DKK,Danish krone,Nasdaq
SEKGBPPMI,130,13.0207,2023-11-21,GBP,pound sterling,Nasdaq
SEKUSDPMI,130,10.4099,2023-11-21,USD,US dollar,Sveriges Riksbank
SEKEURPMI,130,11.3827,2023-11-21,EUR,Euroland euro,Nasdaq
SEKETT,130,1.0,2023-11-21,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKETT,130,1.0,2023-11-20,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKEURPMI,130,11.4559,2023-11-20,EUR,Euroland euro,Nasdaq
SEKUSDPMI,130,10.4566,2023-11-20,USD,US dollar,Sveriges Riksbank
SEKGBPPMI,130,13.0915,2023-11-20,GBP,pound sterling,Nasdaq
SEKDKKPMI,130,1.5365,2023-11-20,DKK,Danish krone,Nasdaq
SEKGBPPMI,130,13.1136,2023-11-17,GBP,pound sterling,Nasdaq
SEKDKKPMI,130,1.538,2023-11-17,DKK,Danish krone,Nasdaq
SEKEURPMI,130,11.4711,2023-11-17,EUR,Euroland euro,Nasdaq
SEKETT,130,1.0,2023-11-17,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKUSDPMI,130,10.5602,2023-11-17,USD,US dollar,Sveriges Riksbank
SEKEURPMI,130,11.4352,2023-11-16,EUR,Euroland euro,Nasdaq
SEKETT,130,1.0,2023-11-16,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKUSDPMI,130,10.5906,2023-11-16,USD,US dollar,Sveriges Riksbank
SEKGBPPMI,130,13.049,2023-11-16,GBP,pound sterling,Nasdaq
SEKDKKPMI,130,1.5331,2023-11-16,DKK,Danish krone,Nasdaq
SEKEURPMI,130,11.4992,2023-11-15,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,13.1859,2023-11-15,GBP,pound sterling,Nasdaq
SEKDKKPMI,130,1.5418,2023-11-15,DKK,Danish krone,Nasdaq
SEKUSDPMI,130,10.5364,2023-11-15,USD,US dollar,Sveriges Riksbank
SEKETT,130,1.0,2023-11-15,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKGBPPMI,130,13.3363,2023-11-14,GBP,pound sterling,Nasdaq
SEKUSDPMI,130,10.8532,2023-11-14,USD,US dollar,Nasdaq
SEKETT,130,1.0,2023-11-14,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.5575,2023-11-14,DKK,Danish krone,Nasdaq
SEKEURPMI,130,11.6181,2023-11-14,EUR,Euroland euro,Nasdaq
SEKEURPMI,130,11.6474,2023-11-13,EUR,Euroland euro,Nasdaq
SEKETT,130,1.0,2023-11-13,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKGBPPMI,130,13.3333,2023-11-13,GBP,pound sterling,Nasdaq
SEKDKKPMI,130,1.5615,2023-11-13,DKK,Danish krone,Nasdaq
SEKUSDPMI,130,10.8957,2023-11-13,USD,US dollar,Nasdaq
SEKDKKPMI,130,1.5617,2023-11-10,DKK,Danish krone,Nasdaq
SEKETT,130,1.0,2023-11-10,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKGBPPMI,130,13.3423,2023-11-10,GBP,pound sterling,Nasdaq
SEKEURPMI,130,11.6474,2023-11-10,EUR,Euroland euro,Nasdaq
SEKUSDPMI,130,10.9087,2023-11-10,USD,US dollar,Nasdaq
SEKUSDPMI,130,10.891,2023-11-09,USD,US dollar,Nasdaq
SEKDKKPMI,130,1.5625,2023-11-09,DKK,Danish krone,Nasdaq
SEKEURPMI,130,11.6524,2023-11-09,EUR,Euroland euro,Nasdaq
SEKETT,130,1.0,2023-11-09,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKGBPPMI,130,13.3694,2023-11-09,GBP,pound sterling,Nasdaq
SEKDKKPMI,130,1.5677,2023-11-08,DKK,Danish krone,Nasdaq
SEKEURPMI,130,11.6906,2023-11-08,EUR,Euroland euro,Nasdaq
SEKETT,130,1.0,2023-11-08,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKGBPPMI,130,13.4309,2023-11-08,GBP,pound sterling,Nasdaq
SEKUSDPMI,130,10.9499,2023-11-08,USD,US dollar,Nasdaq
SEKEURPMI,130,11.6936,2023-11-07,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,13.4682,2023-11-07,GBP,pound sterling,Nasdaq
SEKUSDPMI,130,10.9272,2023-11-07,USD,US dollar,Nasdaq
SEKETT,130,1.0,2023-11-07,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.5678,2023-11-07,DKK,Danish krone,Nasdaq
SEKETT,130,1.0,2023-11-06,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKUSDPMI,130,10.8638,2023-11-06,USD,US dollar,Nasdaq
SEKDKKPMI,130,1.565,2023-11-06,DKK,Danish krone,Nasdaq
SEKEURPMI,130,11.677,2023-11-06,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,13.4673,2023-11-06,GBP,pound sterling,Nasdaq
SEKDKKPMI,130,1.5814,2023-11-03,DKK,Danish krone,Nasdaq
SEKEURPMI,130,11.8024,2023-11-03,EUR,Euroland euro,Nasdaq
SEKETT,130,1.0,2023-11-03,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKGBPPMI,130,13.542,2023-11-03,GBP,pound sterling,Nasdaq
SEKUSDPMI,130,11.1085,2023-11-03,USD,US dollar,Nasdaq
SEKETT,130,1.0,2023-11-02,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKEURPMI,130,11.8041,2023-11-02,EUR,Euroland euro,Nasdaq
SEKDKKPMI,130,1.5815,2023-11-02,DKK,Danish krone,Nasdaq
SEKGBPPMI,130,13.5502,2023-11-02,GBP,pound sterling,Nasdaq
SEKUSDPMI,130,11.1393,2023-11-02,USD,US dollar,Nasdaq
SEKEURPMI,130,11.8035,2023-11-01,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,13.5798,2023-11-01,GBP,pound sterling,Nasdaq
SEKDKKPMI,130,1.5813,2023-11-01,DKK,Danish krone,Nasdaq
SEKUSDPMI,130,11.1795,2023-11-01,USD,US dollar,Nasdaq
SEKETT,130,1.0,2023-11-01,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKEURPMI,130,11.8241,2023-10-31,EUR,Euroland euro,Nasdaq
SEKDKKPMI,130,1.584,2023-10-31,DKK,Danish krone,Nasdaq
SEKETT,130,1.0,2023-10-31,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKGBPPMI,130,13.5289,2023-10-31,GBP,pound sterling,Nasdaq
SEKUSDPMI,130,11.1208,2023-10-31,USD,US dollar,Nasdaq
SEKEURPMI,130,11.7858,2023-10-30,EUR,Euroland euro,Nasdaq
SEKDKKPMI,130,1.5792,2023-10-30,DKK,Danish krone,Nasdaq
SEKETT,130,1.0,2023-10-30,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKUSDPMI,130,11.1716,2023-10-30,USD,US dollar,Nasdaq
SEKGBPPMI,130,13.5109,2023-10-30,GBP,pound sterling,Nasdaq
SEKDKKPMI,130,1.5794,2023-10-27,DKK,Danish krone,Nasdaq
SEKGBPPMI,130,13.5307,2023-10-27,GBP,pound sterling,Nasdaq
SEKEURPMI,130,11.7863,2023-10-27,EUR,Euroland euro,Nasdaq
SEKUSDPMI,130,11.1664,2023-10-27,USD,US dollar,Nasdaq
SEKETT,130,1.0,2023-10-27,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKGBPPMI,130,13.5372,2023-10-26,GBP,pound sterling,Nasdaq
SEKUSDPMI,130,11.2015,2023-10-26,USD,US dollar,Nasdaq
SEKDKKPMI,130,1.582,2023-10-26,DKK,Danish krone,Nasdaq
SEKETT,130,1.0,2023-10-26,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKEURPMI,130,11.8076,2023-10-26,EUR,Euroland euro,Nasdaq
SEKEURPMI,130,11.8076,2023-10-25,EUR,Euroland euro,Nasdaq
SEKUSDPMI,130,11.157,2023-10-25,USD,US dollar,Nasdaq
SEKGBPPMI,130,13.5569,2023-10-25,GBP,pound sterling,Nasdaq
SEKDKKPMI,130,1.5818,2023-10-25,DKK,Danish krone,Nasdaq
SEKETT,130,1.0,2023-10-25,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKGBPPMI,130,13.4284,2023-10-24,GBP,pound sterling,Nasdaq
SEKEURPMI,130,11.6784,2023-10-24,EUR,Euroland euro,Nasdaq
SEKDKKPMI,130,1.5647,2023-10-24,DKK,Danish krone,Nasdaq
SEKETT,130,1.0,2023-10-24,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKUSDPMI,130,10.9444,2023-10-24,USD,US dollar,Nasdaq
SEKEURPMI,130,11.6517,2023-10-23,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,13.3885,2023-10-23,GBP,pound sterling,Nasdaq
SEKUSDPMI,130,11.0086,2023-10-23,USD,US dollar,Nasdaq
SEKDKKPMI,130,1.5614,2023-10-23,DKK,Danish krone,Nasdaq
SEKETT,130,1.0,2023-10-23,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKUSDPMI,130,11.0057,2023-10-20,USD,US dollar,Nasdaq
SEKDKKPMI,130,1.559,2023-10-20,DKK,Danish krone,Nasdaq
SEKGBPPMI,130,13.3297,2023-10-20,GBP,pound sterling,Nasdaq
SEKEURPMI,130,11.6352,2023-10-20,EUR,Euroland euro,Nasdaq
SEKETT,130,1.0,2023-10-20,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKEURPMI,130,11.6422,2023-10-19,EUR,Euroland euro,Nasdaq
SEKETT,130,1.0,2023-10-19,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKUSDPMI,130,11.0437,2023-10-19,USD,US dollar,Nasdaq
SEKGBPPMI,130,13.4007,2023-10-19,GBP,pound sterling,Nasdaq
SEKDKKPMI,130,1.5603,2023-10-19,DKK,Danish krone,Nasdaq
SEKDKKPMI,130,1.5494,2023-10-18,DKK,Danish krone,Nasdaq
SEKGBPPMI,130,13.3333,2023-10-18,GBP,pound sterling,Nasdaq
SEKUSDPMI,130,10.9303,2023-10-18,USD,US dollar,Nasdaq
SEKETT,130,1.0,2023-10-18,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKEURPMI,130,11.5592,2023-10-18,EUR,Euroland euro,Nasdaq
SEKEURPMI,130,11.5241,2023-10-17,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,13.301,2023-10-17,GBP,pound sterling,Nasdaq
SEKDKKPMI,130,1.5449,2023-10-17,DKK,Danish krone,Nasdaq
