series_id,group_id,currency_to_sek,date,currency,currency_description,source
SEKGBPPMI,130,13.2694,2023-07-20,GBP,pound sterling,Nasdaq
SEKETT,130,1.0,2023-07-20,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKETT,130,1.0,2023-07-19,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKEURPMI,130,11.4935,2023-07-19,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,13.2583,2023-07-19,GBP,pound sterling,Nasdaq
SEKDKKPMI,130,1.5425,2023-07-19,DKK,Danish krone,Nasdaq
SEKUSDPMI,130,10.2341,2023-07-19,USD,US dollar,Nasdaq
SEKUSDPMI,130,10.1805,2023-07-18,USD,US dollar,Nasdaq
SEKGBPPMI,130,13.3356,2023-07-18,GBP,pound sterling,Nasdaq
SEKEURPMI,130,11.4751,2023-07-18,EUR,Euroland euro,Nasdaq
SEKETT,130,1.0,2023-07-18,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.5401,2023-07-18,DKK,Danish krone,Nasdaq
SEKDKKPMI,130,1.5414,2023-07-17,DKK,Danish krone,Nasdaq
SEKUSDPMI,130,10.217,2023-07-17,USD,US dollar,Nasdaq
SEKETT,130,1.0,2023-07-17,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKEURPMI,130,11.4827,2023-07-17,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,13.3732,2023-07-17,GBP,pound sterling,Nasdaq
SEKEURPMI,130,11.4688,2023-07-14,EUR,Euroland euro,Nasdaq
SEKDKKPMI,130,1.539,2023-07-14,DKK,Danish krone,Nasdaq
SEKGBPPMI,130,13.4078,2023-07-14,GBP,pound sterling,Nasdaq
SEKUSDPMI,130,10.2323,2023-07-14,USD,US dollar,Nasdaq
SEKETT,130,1.0,2023-07-14,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKGBPPMI,130,13.4978,2023-07-13,GBP,pound sterling,Nasdaq
SEKDKKPMI,130,1.5506,2023-07-13,DKK,Danish krone,Nasdaq
SEKEURPMI,130,11.5557,2023-07-13,EUR,Euroland euro,Nasdaq
SEKETT,130,1.0,2023-07-13,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKUSDPMI,130,10.3706,2023-07-13,USD,US dollar,Nasdaq
SEKUSDPMI,130,10.653,2023-07-12,USD,US dollar,Nasdaq
SEKEURPMI,130,11.747,2023-07-12,EUR,Euroland euro,Nasdaq
SEKETT,130,1.0,2023-07-12,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKGBPPMI,130,13.7872,2023-07-12,GBP,pound sterling,Nasdaq
SEKDKKPMI,130,1.5762,2023-07-12,DKK,Danish krone,Nasdaq
SEKEURPMI,130,11.8054,2023-07-11,EUR,Euroland euro,Nasdaq
SEKDKKPMI,130,1.5843,2023-07-11,DKK,Danish krone,Nasdaq
SEKUSDPMI,130,10.7172,2023-07-11,USD,US dollar,Nasdaq
SEKETT,130,1.0,2023-07-11,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKGBPPMI,130,13.8108,2023-07-11,GBP,pound sterling,Nasdaq
SEKEURPMI,130,11.8694,2023-07-10,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,13.8789,2023-07-10,GBP,pound sterling,Nasdaq
SEKETT,130,1.0,2023-07-10,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.5931,2023-07-10,DKK,Danish krone,Nasdaq
SEKUSDPMI,130,10.8365,2023-07-10,USD,US dollar,Nasdaq
SEKETT,130,1.0,2023-07-07,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.5982,2023-07-07,DKK,Danish krone,Nasdaq
SEKGBPPMI,130,13.9402,2023-07-07,GBP,pound sterling,Nasdaq
SEKUSDPMI,130,10.9421,2023-07-07,USD,US dollar,Nasdaq
SEKEURPMI,130,11.9095,2023-07-07,EUR,Euroland euro,Nasdaq
SEKEURPMI,130,11.887,2023-07-06,EUR,Euroland euro,Nasdaq
SEKETT,130,1.0,2023-07-06,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKGBPPMI,130,13.9156,2023-07-06,GBP,pound sterling,Nasdaq
SEKDKKPMI,130,1.596,2023-07-06,DKK,Danish krone,Nasdaq
SEKUSDPMI,130,10.9405,2023-07-06,USD,US dollar,Nasdaq
SEKGBPPMI,130,13.7833,2023-07-05,GBP,pound sterling,Nasdaq
SEKETT,130,1.0,2023-07-05,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKUSDPMI,130,10.8422,2023-07-05,USD,US dollar,Nasdaq
SEKDKKPMI,130,1.5867,2023-07-05,DKK,Danish krone,Nasdaq
SEKEURPMI,130,11.8181,2023-07-05,EUR,Euroland euro,Nasdaq
SEKETT,130,1.0,2023-07-04,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.5863,2023-07-04,DKK,Danish krone,Nasdaq
SEKUSDPMI,130,10.8309,2023-07-04,USD,US dollar,Nasdaq
SEKEURPMI,130,11.8145,2023-07-04,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,13.7512,2023-07-04,GBP,pound sterling,Nasdaq
SEKUSDPMI,130,10.8291,2023-07-03,USD,US dollar,Nasdaq
SEKDKKPMI,130,1.5822,2023-07-03,DKK,Danish krone,Nasdaq
SEKGBPPMI,130,13.7212,2023-07-03,GBP,pound sterling,Nasdaq
SEKEURPMI,130,11.7829,2023-07-03,EUR,Euroland euro,Nasdaq
SEKETT,130,1.0,2023-07-03,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKGBPPMI,130,13.7202,2023-06-30,GBP,pound sterling,Nasdaq
SEKETT,130,1.0,2023-06-30,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.5834,2023-06-30,DKK,Danish krone,Nasdaq
SEKUSDPMI,130,10.8509,2023-06-30,USD,US dollar,Nasdaq
SEKEURPMI,130,11.7917,2023-06-30,EUR,Euroland euro,Nasdaq
SEKEURPMI,130,11.7425,2023-06-29,EUR,Euroland euro,Nasdaq
SEKUSDPMI,130,10.7578,2023-06-29,USD,US dollar,Nasdaq
SEKDKKPMI,130,1.5768,2023-06-29,DKK,Danish krone,Nasdaq
SEKETT,130,1.0,2023-06-29,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKGBPPMI,130,13.5992,2023-06-29,GBP,pound sterling,Nasdaq
SEKUSDPMI,130,10.7181,2023-06-28,USD,US dollar,Nasdaq
SEKGBPPMI,130,13.6477,2023-06-28,GBP,pound sterling,Nasdaq
SEKETT,130,1.0,2023-06-28,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKEURPMI,130,11.7366,2023-06-28,EUR,Euroland euro,Nasdaq
SEKDKKPMI,130,1.5763,2023-06-28,DKK,Danish krone,Nasdaq
SEKETT,130,1.0,2023-06-27,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKEURPMI,130,11.6775,2023-06-27,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,13.6038,2023-06-27,GBP,pound sterling,Nasdaq
SEKUSDPMI,130,10.6791,2023-06-27,USD,US dollar,Nasdaq
SEKDKKPMI,130,1.568,2023-06-27,DKK,Danish krone,Nasdaq
SEKETT,130,1.0,2023-06-26,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKGBPPMI,130,13.6528,2023-06-26,GBP,pound sterling,Nasdaq
SEKEURPMI,130,11.6837,2023-06-26,EUR,Euroland euro,Nasdaq
SEKUSDPMI,130,10.7217,2023-06-26,USD,US dollar,Nasdaq
SEKDKKPMI,130,1.569,2023-06-26,DKK,Danish krone,Nasdaq
SEKDKKPMI,130,1.5767,2023-06-22,DKK,Danish krone,Nasdaq
SEKUSDPMI,130,10.6871,2023-06-22,USD,US dollar,Nasdaq
SEKETT,130,1.0,2023-06-22,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKEURPMI,130,11.7432,2023-06-22,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,13.6284,2023-06-22,GBP,pound sterling,Nasdaq
SEKUSDPMI,130,10.8003,2023-06-21,USD,US dollar,Nasdaq
SEKDKKPMI,130,1.5833,2023-06-21,DKK,Danish krone,Nasdaq
SEKGBPPMI,130,13.7917,2023-06-21,GBP,pound sterling,Nasdaq
SEKETT,130,1.0,2023-06-21,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKEURPMI,130,11.7918,2023-06-21,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,13.7247,2023-06-20,GBP,pound sterling,Nasdaq
SEKETT,130,1.0,2023-06-20,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.5746,2023-06-20,DKK,Danish krone,Nasdaq
SEKUSDPMI,130,10.724,2023-06-20,USD,US dollar,Nasdaq
SEKEURPMI,130,11.7296,2023-06-20,EUR,Euroland euro,Nasdaq
SEKUSDPMI,130,10.677,2023-06-19,USD,US dollar,Nasdaq
SEKETT,130,1.0,2023-06-19,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.5665,2023-06-19,DKK,Danish krone,Nasdaq
SEKEURPMI,130,11.671,2023-06-19,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,13.6863,2023-06-19,GBP,pound sterling,Nasdaq
SEKUSDPMI,130,10.6039,2023-06-16,USD,US dollar,Nasdaq
SEKDKKPMI,130,1.557,2023-06-16,DKK,Danish krone,Nasdaq
SEKETT,130,1.0,2023-06-16,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKEURPMI,130,11.6024,2023-06-16,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,13.5657,2023-06-16,GBP,pound sterling,Nasdaq
SEKEURPMI,130,11.6159,2023-06-15,EUR,Euroland euro,Nasdaq
SEKUSDPMI,130,10.7423,2023-06-15,USD,US dollar,Nasdaq
SEKGBPPMI,130,13.5873,2023-06-15,GBP,pound sterling,Nasdaq
SEKDKKPMI,130,1.5587,2023-06-15,DKK,Danish krone,Nasdaq
SEKETT,130,1.0,2023-06-15,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKETT,130,1.0,2023-06-14,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.5473,2023-06-14,DKK,Danish krone,Nasdaq
SEKGBPPMI,130,13.4738,2023-06-14,GBP,pound sterling,Nasdaq
SEKUSDPMI,130,10.6854,2023-06-14,USD,US dollar,Nasdaq
SEKEURPMI,130,11.5318,2023-06-14,EUR,Euroland euro,Nasdaq
SEKEURPMI,130,11.6096,2023-06-13,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,13.5107,2023-06-13,GBP,pound sterling,Nasdaq
SEKUSDPMI,130,10.7504,2023-06-13,USD,US dollar,Nasdaq
SEKETT,130,1.0,2023-06-13,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.558,2023-06-13,DKK,Danish krone,Nasdaq
SEKDKKPMI,130,1.5611,2023-06-12,DKK,Danish krone,Nasdaq
SEKGBPPMI,130,13.6037,2023-06-12,GBP,pound sterling,Nasdaq
SEKEURPMI,130,11.633,2023-06-12,EUR,Euroland euro,Nasdaq
SEKETT,130,1.0,2023-06-12,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKUSDPMI,130,10.8194,2023-06-12,USD,US dollar,Nasdaq
SEKEURPMI,130,11.6517,2023-06-09,EUR,Euroland euro,Nasdaq
SEKETT,130,1.0,2023-06-09,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKUSDPMI,130,10.8151,2023-06-09,USD,US dollar,Nasdaq
SEKGBPPMI,130,13.5721,2023-06-09,GBP,pound sterling,Nasdaq
SEKDKKPMI,130,1.5638,2023-06-09,DKK,Danish krone,Nasdaq
SEKUSDPMI,130,10.8784,2023-06-08,USD,US dollar,Nasdaq
SEKGBPPMI,130,13.543,2023-06-08,GBP,pound sterling,Nasdaq
SEKETT,130,1.0,2023-06-08,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKEURPMI,130,11.6441,2023-06-08,EUR,Euroland euro,Nasdaq
SEKDKKPMI,130,1.5631,2023-06-08,DKK,Danish krone,Nasdaq
SEKDKKPMI,130,1.5631,2023-06-07,DKK,Danish krone,Nasdaq
SEKGBPPMI,130,13.5274,2023-06-07,GBP,pound sterling,Nasdaq
SEKETT,130,1.0,2023-06-07,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKUSDPMI,130,10.9055,2023-06-07,USD,US dollar,Nasdaq
SEKEURPMI,130,11.6443,2023-06-07,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,13.4709,2023-06-05,GBP,pound sterling,Nasdaq
SEKUSDPMI,130,10.8638,2023-06-05,USD,US dollar,Nasdaq
SEKETT,130,1.0,2023-06-05,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.5591,2023-06-05,DKK,Danish krone,Nasdaq
SEKEURPMI,130,11.6119,2023-06-05,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,13.5115,2023-06-02,GBP,pound sterling,Nasdaq
SEKDKKPMI,130,1.5591,2023-06-02,DKK,Danish krone,Nasdaq
SEKEURPMI,130,11.6129,2023-06-02,EUR,Euroland euro,Nasdaq
SEKETT,130,1.0,2023-06-02,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKUSDPMI,130,10.782,2023-06-02,USD,US dollar,Nasdaq
SEKUSDPMI,130,10.7995,2023-06-01,USD,US dollar,Nasdaq
SEKEURPMI,130,11.6172,2023-06-01,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,13.518,2023-06-01,GBP,pound sterling,Nasdaq
SEKDKKPMI,130,1.56,2023-06-01,DKK,Danish krone,Nasdaq
SEKETT,130,1.0,2023-06-01,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.5668,2023-05-31,DKK,Danish krone,Nasdaq
SEKGBPPMI,130,13.5203,2023-05-31,GBP,pound sterling,Nasdaq
SEKUSDPMI,130,10.8339,2023-05-31,USD,US dollar,Nasdaq
SEKETT,130,1.0,2023-05-31,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKEURPMI,130,11.6698,2023-05-31,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,13.403,2023-05-30,GBP,pound sterling,Nasdaq
SEKEURPMI,130,11.5925,2023-05-30,EUR,Euroland euro,Nasdaq
SEKUSDPMI,130,10.7763,2023-05-30,USD,US dollar,Nasdaq
SEKETT,130,1.0,2023-05-30,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.5564,2023-05-30,DKK,Danish krone,Nasdaq
SEKUSDPMI,130,10.7418,2023-05-29,USD,US dollar,Nasdaq
SEKGBPPMI,130,13.3505,2023-05-29,GBP,pound sterling,Nasdaq
SEKDKKPMI,130,1.5575,2023-05-29,DKK,Danish krone,Nasdaq
SEKETT,130,1.0,2023-05-29,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKEURPMI,130,11.6025,2023-05-29,EUR,Euroland euro,Nasdaq
SEKUSDPMI,130,10.7194,2023-05-26,USD,US dollar,Nasdaq
SEKDKKPMI,130,1.5535,2023-05-26,DKK,Danish krone,Nasdaq
SEKETT,130,1.0,2023-05-26,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKGBPPMI,130,13.312,2023-05-26,GBP,pound sterling,Nasdaq
SEKEURPMI,130,11.5738,2023-05-26,EUR,Euroland euro,Nasdaq
SEKUSDPMI,130,10.6988,2023-05-25,USD,US dollar,Nasdaq
SEKETT,130,1.0,2023-05-25,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.5473,2023-05-25,DKK,Danish krone,Nasdaq
SEKGBPPMI,130,13.2734,2023-05-25,GBP,pound sterling,Nasdaq
SEKEURPMI,130,11.5277,2023-05-25,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,13.2225,2023-05-24,GBP,pound sterling,Nasdaq
SEKDKKPMI,130,1.5402,2023-05-24,DKK,Danish krone,Nasdaq
SEKUSDPMI,130,10.6196,2023-05-24,USD,US dollar,Nasdaq
SEKETT,130,1.0,2023-05-24,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKEURPMI,130,11.4705,2023-05-24,EUR,Euroland euro,Nasdaq
SEKDKKPMI,130,1.5342,2023-05-23,DKK,Danish krone,Nasdaq
SEKETT,130,1.0,2023-05-23,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKGBPPMI,130,13.1339,2023-05-23,GBP,pound sterling,Nasdaq
SEKUSDPMI,130,10.5728,2023-05-23,USD,US dollar,Nasdaq
SEKEURPMI,130,11.4248,2023-05-23,EUR,Euroland euro,Nasdaq
SEKETT,130,1.0,2023-05-22,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKUSDPMI,130,10.5349,2023-05-22,USD,US dollar,Nasdaq
SEKEURPMI,130,11.3769,2023-05-22,EUR,Euroland euro,Nasdaq
SEKDKKPMI,130,1.5273,2023-05-22,DKK,Danish krone,Nasdaq
SEKGBPPMI,130,13.0833,2023-05-22,GBP,pound sterling,Nasdaq
SEKETT,130,1.0,2023-05-19,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKGBPPMI,130,13.0959,2023-05-19,GBP,pound sterling,Nasdaq
SEKDKKPMI,130,1.5273,2023-05-19,DKK,Danish krone,Nasdaq
SEKEURPMI,130,11.3755,2023-05-19,EUR,Euroland euro,Nasdaq
SEKUSDPMI,130,10.5537,2023-05-19,USD,US dollar,Nasdaq
SEKEURPMI,130,11.3099,2023-05-17,EUR,Euroland euro,Nasdaq
SEKETT,130,1.0,2023-05-17,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKGBPPMI,130,12.9749,2023-05-17,GBP,pound sterling,Nasdaq
SEKUSDPMI,130,10.4271,2023-05-17,USD,US dollar,Nasdaq
SEKDKKPMI,130,1.5186,2023-05-17,DKK,Danish krone,Nasdaq
SEKETT,130,1.0,2023-05-16,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.5124,2023-05-16,DKK,Danish krone,Nasdaq
SEKGBPPMI,130,12.9382,2023-05-16,GBP,pound sterling,Nasdaq
SEKUSDPMI,130,10.3527,2023-05-16,USD,US dollar,Nasdaq
SEKEURPMI,130,11.2647,2023-05-16,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.9671,2023-05-15,GBP,pound sterling,Nasdaq
SEKDKKPMI,130,1.5164,2023-05-15,DKK,Danish krone,Nasdaq
SEKETT,130,1.0,2023-05-15,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKEURPMI,130,11.2946,2023-05-15,EUR,Euroland euro,Nasdaq
SEKUSDPMI,130,10.3894,2023-05-15,USD,US dollar,Nasdaq
SEKGBPPMI,130,12.9213,2023-05-12,GBP,pound sterling,Nasdaq
SEKDKKPMI,130,1.5129,2023-05-12,DKK,Danish krone,Nasdaq
SEKUSDPMI,130,10.3088,2023-05-12,USD,US dollar,Nasdaq
SEKETT,130,1.0,2023-05-12,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKEURPMI,130,11.2676,2023-05-12,EUR,Euroland euro,Nasdaq
SEKUSDPMI,130,10.2665,2023-05-11,USD,US dollar,Nasdaq
SEKGBPPMI,130,12.9159,2023-05-11,GBP,pound sterling,Nasdaq
SEKETT,130,1.0,2023-05-11,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.5071,2023-05-11,DKK,Danish krone,Nasdaq
SEKEURPMI,130,11.2234,2023-05-11,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.8725,2023-05-10,GBP,pound sterling,Nasdaq
SEKEURPMI,130,11.1835,2023-05-10,EUR,Euroland euro,Nasdaq
SEKDKKPMI,130,1.5022,2023-05-10,DKK,Danish krone,Nasdaq
SEKUSDPMI,130,10.1864,2023-05-10,USD,US dollar,Nasdaq
SEKETT,130,1.0,2023-05-10,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.4995,2023-05-09,DKK,Danish krone,Nasdaq
SEKETT,130,1.0,2023-05-09,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKGBPPMI,130,12.8255,2023-05-09,GBP,pound sterling,Nasdaq
SEKEURPMI,130,11.1672,2023-05-09,EUR,Euroland euro,Nasdaq
SEKUSDPMI,130,10.1694,2023-05-09,USD,US dollar,Nasdaq
SEKETT,130,1.0,2023-05-08,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.5049,2023-05-08,DKK,Danish krone,Nasdaq
SEKGBPPMI,130,12.8355,2023-05-08,GBP,pound sterling,Nasdaq
SEKUSDPMI,130,10.1522,2023-05-08,USD,US dollar,Nasdaq
SEKEURPMI,130,11.2119,2023-05-08,EUR,Euroland euro,Nasdaq
SEKETT,130,1.0,2023-05-05,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKGBPPMI,130,12.8729,2023-05-05,GBP,pound sterling,Nasdaq
SEKUSDPMI,130,10.2015,2023-05-05,USD,US dollar,Nasdaq
SEKDKKPMI,130,1.5113,2023-05-05,DKK,Danish krone,Nasdaq
SEKEURPMI,130,11.2582,2023-05-05,EUR,Euroland euro,Nasdaq
SEKEURPMI,130,11.3666,2023-05-04,EUR,Euroland euro,Nasdaq
SEKUSDPMI,130,10.2715,2023-05-04,USD,US dollar,Nasdaq
SEKETT,130,1.0,2023-05-04,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKGBPPMI,130,12.9026,2023-05-04,GBP,pound sterling,Nasdaq
SEKDKKPMI,130,1.5253,2023-05-04,DKK,Danish krone,Nasdaq
SEKETT,130,1.0,2023-05-03,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKEURPMI,130,11.3433,2023-05-03,EUR,Euroland euro,Nasdaq
SEKDKKPMI,130,1.5219,2023-05-03,DKK,Danish krone,Nasdaq
SEKGBPPMI,130,12.8639,2023-05-03,GBP,pound sterling,Nasdaq
SEKUSDPMI,130,10.2765,2023-05-03,USD,US dollar,Nasdaq
SEKUSDPMI,130,10.2855,2023-05-02,USD,US dollar,Nasdaq
SEKETT,130,1.0,2023-05-02,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.5177,2023-05-02,DKK,Danish krone,Nasdaq
SEKEURPMI,130,11.3123,2023-05-02,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.8617,2023-05-02,GBP,pound sterling,Nasdaq
SEKEURPMI,130,11.3228,2023-04-28,EUR,Euroland euro,Nasdaq
SEKDKKPMI,130,1.5191,2023-04-28,DKK,Danish krone,Nasdaq
SEKGBPPMI,130,12.8401,2023-04-28,GBP,pound sterling,Nasdaq
SEKUSDPMI,130,10.2885,2023-04-28,USD,US dollar,Nasdaq
SEKETT,130,1.0,2023-04-28,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKEURPMI,130,11.3975,2023-04-27,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.8678,2023-04-27,GBP,pound sterling,Nasdaq
SEKDKKPMI,130,1.5292,2023-04-27,DKK,Danish krone,Nasdaq
SEKUSDPMI,130,10.3201,2023-04-27,USD,US dollar,Nasdaq
SEKETT,130,1.0,2023-04-27,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKETT,130,1.0,2023-04-26,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKGBPPMI,130,12.8175,2023-04-26,GBP,pound sterling,Nasdaq
SEKDKKPMI,130,1.5215,2023-04-26,DKK,Danish krone,Nasdaq
SEKEURPMI,130,11.34,2023-04-26,EUR,Euroland euro,Nasdaq
SEKUSDPMI,130,10.2891,2023-04-26,USD,US dollar,Nasdaq
SEKDKKPMI,130,1.517,2023-04-25,DKK,Danish krone,Nasdaq
SEKETT,130,1.0,2023-04-25,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKEURPMI,130,11.3074,2023-04-25,EUR,Euroland euro,Nasdaq
SEKUSDPMI,130,10.2514,2023-04-25,USD,US dollar,Nasdaq
SEKGBPPMI,130,12.7766,2023-04-25,GBP,pound sterling,Nasdaq
SEKETT,130,1.0,2023-04-24,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKUSDPMI,130,10.3187,2023-04-24,USD,US dollar,Nasdaq
SEKEURPMI,130,11.3286,2023-04-24,EUR,Euroland euro,Nasdaq
SEKDKKPMI,130,1.5203,2023-04-24,DKK,Danish krone,Nasdaq
SEKGBPPMI,130,12.8283,2023-04-24,GBP,pound sterling,Nasdaq
SEKETT,130,1.0,2023-04-21,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKUSDPMI,130,10.3476,2023-04-21,USD,US dollar,Nasdaq
SEKEURPMI,130,11.3305,2023-04-21,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.8243,2023-04-21,GBP,pound sterling,Nasdaq
SEKDKKPMI,130,1.5202,2023-04-21,DKK,Danish krone,Nasdaq
SEKETT,130,1.0,2023-04-20,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKEURPMI,130,11.34,2023-04-20,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.8627,2023-04-20,GBP,pound sterling,Nasdaq
SEKUSDPMI,130,10.3494,2023-04-20,USD,US dollar,Nasdaq
SEKDKKPMI,130,1.5216,2023-04-20,DKK,Danish krone,Nasdaq
SEKEURPMI,130,11.325,2023-04-19,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.873,2023-04-19,GBP,pound sterling,Nasdaq
SEKUSDPMI,130,10.3238,2023-04-19,USD,US dollar,Nasdaq
SEKDKKPMI,130,1.52,2023-04-19,DKK,Danish krone,Nasdaq
SEKETT,130,1.0,2023-04-19,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKGBPPMI,130,12.7969,2023-04-18,GBP,pound sterling,Nasdaq
SEKETT,130,1.0,2023-04-18,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.5156,2023-04-18,DKK,Danish krone,Nasdaq
