series_id,group_id,currency_to_sek,date,currency,currency_description,source
SEKUSDPMI,130,10.3053,2023-04-18,USD,US dollar,Nasdaq
SEKEURPMI,130,11.2931,2023-04-18,EUR,Euroland euro,Nasdaq
SEKEURPMI,130,11.3422,2023-04-17,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.8142,2023-04-17,GBP,pound sterling,Nasdaq
SEKETT,130,1.0,2023-04-17,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKUSDPMI,130,10.3134,2023-04-17,USD,US dollar,Nasdaq
SEKDKKPMI,130,1.5224,2023-04-17,DKK,Danish krone,Nasdaq
SEKGBPPMI,130,12.8452,2023-04-14,GBP,pound sterling,Nasdaq
SEKETT,130,1.0,2023-04-14,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKUSDPMI,130,10.2507,2023-04-14,USD,US dollar,Nasdaq
SEKDKKPMI,130,1.5227,2023-04-14,DKK,Danish krone,Nasdaq
SEKEURPMI,130,11.3451,2023-04-14,EUR,Euroland euro,Nasdaq
SEKDKKPMI,130,1.5267,2023-04-13,DKK,Danish krone,Nasdaq
SEKGBPPMI,130,12.9289,2023-04-13,GBP,pound sterling,Nasdaq
SEKEURPMI,130,11.3754,2023-04-13,EUR,Euroland euro,Nasdaq
SEKETT,130,1.0,2023-04-13,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKUSDPMI,130,10.3423,2023-04-13,USD,US dollar,Nasdaq
SEKGBPPMI,130,12.9181,2023-04-12,GBP,pound sterling,Nasdaq
SEKETT,130,1.0,2023-04-12,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.5247,2023-04-12,DKK,Danish krone,Nasdaq
SEKEURPMI,130,11.3601,2023-04-12,EUR,Euroland euro,Nasdaq
SEKUSDPMI,130,10.4011,2023-04-12,USD,US dollar,Nasdaq
SEKETT,130,1.0,2023-04-11,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKGBPPMI,130,13.0142,2023-04-11,GBP,pound sterling,Nasdaq
SEKUSDPMI,130,10.4718,2023-04-11,USD,US dollar,Nasdaq
SEKEURPMI,130,11.4114,2023-04-11,EUR,Euroland euro,Nasdaq
SEKDKKPMI,130,1.5316,2023-04-11,DKK,Danish krone,Nasdaq
SEKDKKPMI,130,1.5255,2023-04-06,DKK,Danish krone,Nasdaq
SEKGBPPMI,130,12.9976,2023-04-06,GBP,pound sterling,Nasdaq
SEKETT,130,1.0,2023-04-06,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKEURPMI,130,11.3647,2023-04-06,EUR,Euroland euro,Nasdaq
SEKUSDPMI,130,10.4129,2023-04-06,USD,US dollar,Nasdaq
SEKGBPPMI,130,12.8691,2023-04-05,GBP,pound sterling,Nasdaq
SEKUSDPMI,130,10.2892,2023-04-05,USD,US dollar,Nasdaq
SEKEURPMI,130,11.2803,2023-04-05,EUR,Euroland euro,Nasdaq
SEKETT,130,1.0,2023-04-05,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.514,2023-04-05,DKK,Danish krone,Nasdaq
SEKGBPPMI,130,12.9012,2023-04-04,GBP,pound sterling,Nasdaq
SEKUSDPMI,130,10.3731,2023-04-04,USD,US dollar,Nasdaq
SEKETT,130,1.0,2023-04-04,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKEURPMI,130,11.3156,2023-04-04,EUR,Euroland euro,Nasdaq
SEKDKKPMI,130,1.5188,2023-04-04,DKK,Danish krone,Nasdaq
SEKUSDPMI,130,10.3933,2023-04-03,USD,US dollar,Nasdaq
SEKGBPPMI,130,12.7971,2023-04-03,GBP,pound sterling,Nasdaq
SEKETT,130,1.0,2023-04-03,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.5109,2023-04-03,DKK,Danish krone,Nasdaq
SEKEURPMI,130,11.2556,2023-04-03,EUR,Euroland euro,Nasdaq
SEKUSDPMI,130,10.3539,2023-03-31,USD,US dollar,Nasdaq
SEKEURPMI,130,11.276,2023-03-31,EUR,Euroland euro,Nasdaq
SEKDKKPMI,130,1.5138,2023-03-31,DKK,Danish krone,Nasdaq
SEKGBPPMI,130,12.8142,2023-03-31,GBP,pound sterling,Nasdaq
SEKETT,130,1.0,2023-03-31,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKUSDPMI,130,10.4271,2023-03-30,USD,US dollar,Nasdaq
SEKEURPMI,130,11.3081,2023-03-30,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.8695,2023-03-30,GBP,pound sterling,Nasdaq
SEKDKKPMI,130,1.5183,2023-03-30,DKK,Danish krone,Nasdaq
SEKETT,130,1.0,2023-03-30,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKEURPMI,130,11.2382,2023-03-29,EUR,Euroland euro,Nasdaq
SEKETT,130,1.0,2023-03-29,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKGBPPMI,130,12.7861,2023-03-29,GBP,pound sterling,Nasdaq
SEKUSDPMI,130,10.3762,2023-03-29,USD,US dollar,Nasdaq
SEKDKKPMI,130,1.5084,2023-03-29,DKK,Danish krone,Nasdaq
SEKDKKPMI,130,1.4996,2023-03-28,DKK,Danish krone,Nasdaq
SEKETT,130,1.0,2023-03-28,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKGBPPMI,130,12.7226,2023-03-28,GBP,pound sterling,Nasdaq
SEKUSDPMI,130,10.3217,2023-03-28,USD,US dollar,Nasdaq
SEKEURPMI,130,11.173,2023-03-28,EUR,Euroland euro,Nasdaq
SEKETT,130,1.0,2023-03-27,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKGBPPMI,130,12.7305,2023-03-27,GBP,pound sterling,Nasdaq
SEKDKKPMI,130,1.5015,2023-03-27,DKK,Danish krone,Nasdaq
SEKUSDPMI,130,10.3982,2023-03-27,USD,US dollar,Nasdaq
SEKEURPMI,130,11.1893,2023-03-27,EUR,Euroland euro,Nasdaq
SEKEURPMI,130,11.1828,2023-03-24,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.7045,2023-03-24,GBP,pound sterling,Nasdaq
SEKETT,130,1.0,2023-03-24,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.5009,2023-03-24,DKK,Danish krone,Nasdaq
SEKUSDPMI,130,10.3705,2023-03-24,USD,US dollar,Nasdaq
SEKETT,130,1.0,2023-03-23,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKUSDPMI,130,10.2535,2023-03-23,USD,US dollar,Nasdaq
SEKDKKPMI,130,1.5003,2023-03-23,DKK,Danish krone,Nasdaq
SEKEURPMI,130,11.1734,2023-03-23,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.6285,2023-03-23,GBP,pound sterling,Nasdaq
SEKEURPMI,130,11.1521,2023-03-22,EUR,Euroland euro,Nasdaq
SEKDKKPMI,130,1.4975,2023-03-22,DKK,Danish krone,Nasdaq
SEKUSDPMI,130,10.3499,2023-03-22,USD,US dollar,Nasdaq
SEKGBPPMI,130,12.7046,2023-03-22,GBP,pound sterling,Nasdaq
SEKETT,130,1.0,2023-03-22,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKEURPMI,130,11.109,2023-03-21,EUR,Euroland euro,Nasdaq
SEKETT,130,1.0,2023-03-21,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.492,2023-03-21,DKK,Danish krone,Nasdaq
SEKUSDPMI,130,10.3501,2023-03-21,USD,US dollar,Nasdaq
SEKGBPPMI,130,12.6791,2023-03-21,GBP,pound sterling,Nasdaq
SEKETT,130,1.0,2023-03-20,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKUSDPMI,130,10.5265,2023-03-20,USD,US dollar,Nasdaq
SEKGBPPMI,130,12.8231,2023-03-20,GBP,pound sterling,Nasdaq
SEKDKKPMI,130,1.5042,2023-03-20,DKK,Danish krone,Nasdaq
SEKEURPMI,130,11.1986,2023-03-20,EUR,Euroland euro,Nasdaq
SEKETT,130,1.0,2023-03-17,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKEURPMI,130,11.1423,2023-03-17,EUR,Euroland euro,Nasdaq
SEKUSDPMI,130,10.4552,2023-03-17,USD,US dollar,Nasdaq
SEKGBPPMI,130,12.7016,2023-03-17,GBP,pound sterling,Nasdaq
SEKDKKPMI,130,1.4962,2023-03-17,DKK,Danish krone,Nasdaq
SEKETT,130,1.0,2023-03-16,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.5056,2023-03-16,DKK,Danish krone,Nasdaq
SEKUSDPMI,130,10.5545,2023-03-16,USD,US dollar,Nasdaq
SEKGBPPMI,130,12.765,2023-03-16,GBP,pound sterling,Nasdaq
SEKEURPMI,130,11.2105,2023-03-16,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.6495,2023-03-15,GBP,pound sterling,Nasdaq
SEKUSDPMI,130,10.412,2023-03-15,USD,US dollar,Nasdaq
SEKETT,130,1.0,2023-03-15,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.5007,2023-03-15,DKK,Danish krone,Nasdaq
SEKEURPMI,130,11.1738,2023-03-15,EUR,Euroland euro,Nasdaq
SEKEURPMI,130,11.3538,2023-03-14,EUR,Euroland euro,Nasdaq
SEKUSDPMI,130,10.6176,2023-03-14,USD,US dollar,Nasdaq
SEKGBPPMI,130,12.9025,2023-03-14,GBP,pound sterling,Nasdaq
SEKETT,130,1.0,2023-03-14,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.5249,2023-03-14,DKK,Danish krone,Nasdaq
SEKETT,130,1.0,2023-03-13,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKUSDPMI,130,10.6326,2023-03-13,USD,US dollar,Nasdaq
SEKEURPMI,130,11.3907,2023-03-13,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.8568,2023-03-13,GBP,pound sterling,Nasdaq
SEKDKKPMI,130,1.5301,2023-03-13,DKK,Danish krone,Nasdaq
SEKUSDPMI,130,10.7657,2023-03-10,USD,US dollar,Nasdaq
SEKETT,130,1.0,2023-03-10,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKGBPPMI,130,12.8528,2023-03-10,GBP,pound sterling,Nasdaq
SEKDKKPMI,130,1.5309,2023-03-10,DKK,Danish krone,Nasdaq
SEKEURPMI,130,11.394,2023-03-10,EUR,Euroland euro,Nasdaq
SEKETT,130,1.0,2023-03-09,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKGBPPMI,130,12.6817,2023-03-09,GBP,pound sterling,Nasdaq
SEKDKKPMI,130,1.5167,2023-03-09,DKK,Danish krone,Nasdaq
SEKUSDPMI,130,10.6946,2023-03-09,USD,US dollar,Nasdaq
SEKEURPMI,130,11.2853,2023-03-09,EUR,Euroland euro,Nasdaq
SEKDKKPMI,130,1.521,2023-03-08,DKK,Danish krone,Nasdaq
SEKEURPMI,130,11.3202,2023-03-08,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.6993,2023-03-08,GBP,pound sterling,Nasdaq
SEKETT,130,1.0,2023-03-08,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKUSDPMI,130,10.7352,2023-03-08,USD,US dollar,Nasdaq
SEKEURPMI,130,11.1574,2023-03-07,EUR,Euroland euro,Nasdaq
SEKDKKPMI,130,1.4991,2023-03-07,DKK,Danish krone,Nasdaq
SEKGBPPMI,130,12.5693,2023-03-07,GBP,pound sterling,Nasdaq
SEKUSDPMI,130,10.4522,2023-03-07,USD,US dollar,Nasdaq
SEKETT,130,1.0,2023-03-07,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.4996,2023-03-06,DKK,Danish krone,Nasdaq
SEKEURPMI,130,11.162,2023-03-06,EUR,Euroland euro,Nasdaq
SEKETT,130,1.0,2023-03-06,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKGBPPMI,130,12.6116,2023-03-06,GBP,pound sterling,Nasdaq
SEKUSDPMI,130,10.4813,2023-03-06,USD,US dollar,Nasdaq
SEKEURPMI,130,11.1322,2023-03-03,EUR,Euroland euro,Nasdaq
SEKETT,130,1.0,2023-03-03,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.4957,2023-03-03,DKK,Danish krone,Nasdaq
SEKUSDPMI,130,10.4811,2023-03-03,USD,US dollar,Nasdaq
SEKGBPPMI,130,12.5574,2023-03-03,GBP,pound sterling,Nasdaq
SEKETT,130,1.0,2023-03-02,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKUSDPMI,130,10.4957,2023-03-02,USD,US dollar,Nasdaq
SEKEURPMI,130,11.1587,2023-03-02,EUR,Euroland euro,Nasdaq
SEKDKKPMI,130,1.4995,2023-03-02,DKK,Danish krone,Nasdaq
SEKGBPPMI,130,12.5603,2023-03-02,GBP,pound sterling,Nasdaq
SEKEURPMI,130,11.0699,2023-03-01,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.5699,2023-03-01,GBP,pound sterling,Nasdaq
SEKETT,130,1.0,2023-03-01,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.4872,2023-03-01,DKK,Danish krone,Nasdaq
SEKUSDPMI,130,10.4007,2023-03-01,USD,US dollar,Nasdaq
SEKGBPPMI,130,12.5079,2023-02-28,GBP,pound sterling,Nasdaq
SEKDKKPMI,130,1.48,2023-02-28,DKK,Danish krone,Nasdaq
SEKUSDPMI,130,10.3904,2023-02-28,USD,US dollar,Nasdaq
SEKETT,130,1.0,2023-02-28,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKEURPMI,130,11.0157,2023-02-28,EUR,Euroland euro,Nasdaq
SEKDKKPMI,130,1.4876,2023-02-27,DKK,Danish krone,Nasdaq
SEKGBPPMI,130,12.5483,2023-02-27,GBP,pound sterling,Nasdaq
SEKETT,130,1.0,2023-02-27,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKUSDPMI,130,10.4916,2023-02-27,USD,US dollar,Nasdaq
SEKEURPMI,130,11.0726,2023-02-27,EUR,Euroland euro,Nasdaq
SEKUSDPMI,130,10.4029,2023-02-24,USD,US dollar,Nasdaq
SEKETT,130,1.0,2023-02-24,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKEURPMI,130,11.0168,2023-02-24,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.5068,2023-02-24,GBP,pound sterling,Nasdaq
SEKDKKPMI,130,1.48,2023-02-24,DKK,Danish krone,Nasdaq
SEKGBPPMI,130,12.537,2023-02-23,GBP,pound sterling,Nasdaq
SEKUSDPMI,130,10.4006,2023-02-23,USD,US dollar,Nasdaq
SEKETT,130,1.0,2023-02-23,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.4826,2023-02-23,DKK,Danish krone,Nasdaq
SEKEURPMI,130,11.0381,2023-02-23,EUR,Euroland euro,Nasdaq
SEKDKKPMI,130,1.4797,2023-02-22,DKK,Danish krone,Nasdaq
SEKGBPPMI,130,12.5118,2023-02-22,GBP,pound sterling,Nasdaq
SEKETT,130,1.0,2023-02-22,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKEURPMI,130,11.0167,2023-02-22,EUR,Euroland euro,Nasdaq
SEKUSDPMI,130,10.3402,2023-02-22,USD,US dollar,Nasdaq
SEKUSDPMI,130,10.3467,2023-02-21,USD,US dollar,Nasdaq
SEKEURPMI,130,11.0422,2023-02-21,EUR,Euroland euro,Nasdaq
SEKDKKPMI,130,1.4826,2023-02-21,DKK,Danish krone,Nasdaq
SEKGBPPMI,130,12.4347,2023-02-21,GBP,pound sterling,Nasdaq
SEKETT,130,1.0,2023-02-21,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKUSDPMI,130,10.4187,2023-02-20,USD,US dollar,Nasdaq
SEKGBPPMI,130,12.5434,2023-02-20,GBP,pound sterling,Nasdaq
SEKDKKPMI,130,1.4962,2023-02-20,DKK,Danish krone,Nasdaq
SEKETT,130,1.0,2023-02-20,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKEURPMI,130,11.142,2023-02-20,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.5436,2023-02-17,GBP,pound sterling,Nasdaq
SEKUSDPMI,130,10.5209,2023-02-17,USD,US dollar,Nasdaq
SEKETT,130,1.0,2023-02-17,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.5028,2023-02-17,DKK,Danish krone,Nasdaq
SEKEURPMI,130,11.1919,2023-02-17,EUR,Euroland euro,Nasdaq
SEKETT,130,1.0,2023-02-16,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKGBPPMI,130,12.5206,2023-02-16,GBP,pound sterling,Nasdaq
SEKDKKPMI,130,1.4929,2023-02-16,DKK,Danish krone,Nasdaq
SEKUSDPMI,130,10.3838,2023-02-16,USD,US dollar,Nasdaq
SEKEURPMI,130,11.1257,2023-02-16,EUR,Euroland euro,Nasdaq
SEKETT,130,1.0,2023-02-15,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKEURPMI,130,11.1456,2023-02-15,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.5698,2023-02-15,GBP,pound sterling,Nasdaq
SEKUSDPMI,130,10.3999,2023-02-15,USD,US dollar,Nasdaq
SEKDKKPMI,130,1.4957,2023-02-15,DKK,Danish krone,Nasdaq
SEKGBPPMI,130,12.5734,2023-02-14,GBP,pound sterling,Nasdaq
SEKUSDPMI,130,10.342,2023-02-14,USD,US dollar,Nasdaq
SEKETT,130,1.0,2023-02-14,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKEURPMI,130,11.1023,2023-02-14,EUR,Euroland euro,Nasdaq
SEKDKKPMI,130,1.4902,2023-02-14,DKK,Danish krone,Nasdaq
SEKDKKPMI,130,1.4995,2023-02-13,DKK,Danish krone,Nasdaq
SEKEURPMI,130,11.1702,2023-02-13,EUR,Euroland euro,Nasdaq
SEKUSDPMI,130,10.4623,2023-02-13,USD,US dollar,Nasdaq
SEKGBPPMI,130,12.6059,2023-02-13,GBP,pound sterling,Nasdaq
SEKETT,130,1.0,2023-02-13,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKUSDPMI,130,10.3358,2023-02-10,USD,US dollar,Nasdaq
SEKDKKPMI,130,1.4906,2023-02-10,DKK,Danish krone,Nasdaq
SEKGBPPMI,130,12.5203,2023-02-10,GBP,pound sterling,Nasdaq
SEKETT,130,1.0,2023-02-10,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKEURPMI,130,11.0957,2023-02-10,EUR,Euroland euro,Nasdaq
SEKETT,130,1.0,2023-02-09,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKEURPMI,130,11.296,2023-02-09,EUR,Euroland euro,Nasdaq
SEKDKKPMI,130,1.5179,2023-02-09,DKK,Danish krone,Nasdaq
SEKGBPPMI,130,12.7347,2023-02-09,GBP,pound sterling,Nasdaq
SEKUSDPMI,130,10.5088,2023-02-09,USD,US dollar,Nasdaq
SEKEURPMI,130,11.3222,2023-02-08,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.7353,2023-02-08,GBP,pound sterling,Nasdaq
SEKDKKPMI,130,1.5212,2023-02-08,DKK,Danish krone,Nasdaq
SEKETT,130,1.0,2023-02-08,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKUSDPMI,130,10.5324,2023-02-08,USD,US dollar,Nasdaq
SEKGBPPMI,130,12.7662,2023-02-07,GBP,pound sterling,Nasdaq
SEKEURPMI,130,11.3809,2023-02-07,EUR,Euroland euro,Nasdaq
SEKETT,130,1.0,2023-02-07,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.529,2023-02-07,DKK,Danish krone,Nasdaq
SEKUSDPMI,130,10.6244,2023-02-07,USD,US dollar,Nasdaq
SEKDKKPMI,130,1.5344,2023-02-06,DKK,Danish krone,Nasdaq
SEKGBPPMI,130,12.7661,2023-02-06,GBP,pound sterling,Nasdaq
SEKETT,130,1.0,2023-02-06,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKEURPMI,130,11.424,2023-02-06,EUR,Euroland euro,Nasdaq
SEKUSDPMI,130,10.5945,2023-02-06,USD,US dollar,Nasdaq
SEKGBPPMI,130,12.6762,2023-02-03,GBP,pound sterling,Nasdaq
SEKETT,130,1.0,2023-02-03,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.5214,2023-02-03,DKK,Danish krone,Nasdaq
SEKEURPMI,130,11.3246,2023-02-03,EUR,Euroland euro,Nasdaq
SEKUSDPMI,130,10.3979,2023-02-03,USD,US dollar,Nasdaq
SEKUSDPMI,130,10.3078,2023-02-02,USD,US dollar,Nasdaq
SEKGBPPMI,130,12.7666,2023-02-02,GBP,pound sterling,Nasdaq
SEKETT,130,1.0,2023-02-02,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKEURPMI,130,11.3449,2023-02-02,EUR,Euroland euro,Nasdaq
SEKDKKPMI,130,1.5249,2023-02-02,DKK,Danish krone,Nasdaq
SEKGBPPMI,130,12.8496,2023-02-01,GBP,pound sterling,Nasdaq
SEKUSDPMI,130,10.4307,2023-02-01,USD,US dollar,Nasdaq
SEKDKKPMI,130,1.5252,2023-02-01,DKK,Danish krone,Nasdaq
SEKEURPMI,130,11.3468,2023-02-01,EUR,Euroland euro,Nasdaq
SEKETT,130,1.0,2023-02-01,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKGBPPMI,130,12.8312,2023-01-31,GBP,pound sterling,Nasdaq
SEKEURPMI,130,11.2674,2023-01-31,EUR,Euroland euro,Nasdaq
SEKUSDPMI,130,10.4153,2023-01-31,USD,US dollar,Nasdaq
SEKETT,130,1.0,2023-01-31,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.5147,2023-01-31,DKK,Danish krone,Nasdaq
SEKEURPMI,130,11.2242,2023-01-30,EUR,Euroland euro,Nasdaq
SEKDKKPMI,130,1.509,2023-01-30,DKK,Danish krone,Nasdaq
SEKETT,130,1.0,2023-01-30,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKGBPPMI,130,12.7735,2023-01-30,GBP,pound sterling,Nasdaq
SEKUSDPMI,130,10.3134,2023-01-30,USD,US dollar,Nasdaq
SEKEURPMI,130,11.2382,2023-01-29,EUR,Euroland euro,Nasdaq
SEKDKKPMI,130,1.5084,2023-01-29,DKK,Danish krone,Nasdaq
SEKUSDPMI,130,10.3762,2023-01-29,USD,US dollar,Nasdaq
SEKGBPPMI,130,12.7861,2023-01-29,GBP,pound sterling,Nasdaq
SEKETT,130,1.0,2023-01-29,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKGBPPMI,130,12.5079,2023-01-28,GBP,pound sterling,Nasdaq
SEKDKKPMI,130,1.48,2023-01-28,DKK,Danish krone,Nasdaq
SEKEURPMI,130,11.0157,2023-01-28,EUR,Euroland euro,Nasdaq
SEKUSDPMI,130,10.3904,2023-01-28,USD,US dollar,Nasdaq
SEKETT,130,1.0,2023-01-28,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKEURPMI,130,11.2014,2023-01-27,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.7374,2023-01-27,GBP,pound sterling,Nasdaq
SEKUSDPMI,130,10.2988,2023-01-27,USD,US dollar,Nasdaq
SEKDKKPMI,130,1.506,2023-01-27,DKK,Danish krone,Nasdaq
SEKETT,130,1.0,2023-01-27,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKGBPPMI,130,12.6649,2023-01-26,GBP,pound sterling,Nasdaq
SEKDKKPMI,130,1.4972,2023-01-26,DKK,Danish krone,Nasdaq
SEKUSDPMI,130,10.2,2023-01-26,USD,US dollar,Nasdaq
SEKEURPMI,130,11.1371,2023-01-26,EUR,Euroland euro,Nasdaq
SEKETT,130,1.0,2023-01-26,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.495,2023-01-25,DKK,Danish krone,Nasdaq
SEKEURPMI,130,11.1221,2023-01-25,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.5918,2023-01-25,GBP,pound sterling,Nasdaq
SEKUSDPMI,130,10.2146,2023-01-25,USD,US dollar,Nasdaq
SEKETT,130,1.0,2023-01-25,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.4921,2023-01-24,DKK,Danish krone,Nasdaq
SEKEURPMI,130,11.0995,2023-01-24,EUR,Euroland euro,Nasdaq
SEKETT,130,1.0,2023-01-24,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKGBPPMI,130,12.6497,2023-01-24,GBP,pound sterling,Nasdaq
SEKUSDPMI,130,10.2043,2023-01-24,USD,US dollar,Nasdaq
SEKEURPMI,130,11.1522,2023-01-23,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.6943,2023-01-23,GBP,pound sterling,Nasdaq
SEKETT,130,1.0,2023-01-23,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.4991,2023-01-23,DKK,Danish krone,Nasdaq
SEKUSDPMI,130,10.2308,2023-01-23,USD,US dollar,Nasdaq
SEKETT,130,1.0,2023-01-22,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKGBPPMI,130,12.5118,2023-01-22,GBP,pound sterling,Nasdaq
SEKDKKPMI,130,1.4797,2023-01-22,DKK,Danish krone,Nasdaq
SEKUSDPMI,130,10.3402,2023-01-22,USD,US dollar,Nasdaq
SEKEURPMI,130,11.0167,2023-01-22,EUR,Euroland euro,Nasdaq
SEKDKKPMI,130,1.4826,2023-01-21,DKK,Danish krone,Nasdaq
SEKUSDPMI,130,10.3467,2023-01-21,USD,US dollar,Nasdaq
SEKEURPMI,130,11.0422,2023-01-21,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,12.4347,2023-01-21,GBP,pound sterling,Nasdaq
